country_a,country_b,avg_depth_index,polity2_A,polity2_B,gattwto,contig,armconflict,id,religion,distln,comlang_off,comcol,comcur,comleg
AFG,BGD,1,NA,5,0,0,0,209,1,7.773585319519043,0,0,0,0
AFG,IND,1.8333333333333333,NA,9,0,0,0,272,0,6.911640644073486,0,0,0,0
AFG,LKA,1,NA,6,0,0,0,294,0,8.089807510375977,0,0,0,0
AFG,NPL,1,NA,6,0,0,0,323,0,7.444287300109863,0,0,0,0
AFG,PAK,1,NA,5,0,1,0,326,1,5.925998210906982,0,0,0,0
AGO,AUT,1,-3,10,1,0,0,400,1,8.757314682006836,0,0,0,0
AGO,BDI,1.5,-7,-7,0,0,0,402,1,7.538269519805908,0,0,0,1
AGO,BEL,2.1,-7,10,0,0,0,403,NA,8.80929946899414,0,0,0,1
AGO,BEN,2,0,6,0,0,0,404,0,7.636190891265869,0,0,0,1
AGO,BFA,2,0,-5,0,0,0,406,0,7.964202880859375,0,0,0,1
AGO,BWA,1.0909090909090908,-7,6,0,0,0,419,0,7.706872940063477,0,0,0,0
AGO,CAF,1.4444444444444444,0,-6,0,0,0,420,0,7.369586944580078,0,0,0,1
AGO,CIV,2,0,-7,0,0,0,425,0,7.816069602966309,0,0,0,1
AGO,CMR,1.4444444444444444,0,-4,0,0,0,426,0,7.261707782745361,0,0,0,1
AGO,COG,1.4444444444444444,0,5,0,0,0,427,1,6.322469234466553,0,0,0,1
AGO,COM,2.214285714285714,-7,-6,0,0,0,429,0,8.101985931396484,0,0,0,1
AGO,CPV,2,0,8,0,0,0,430,1,8.4846649169921875,1,1,0,1
AGO,DEU,2.1,-7,10,0,0,0,435,0,8.815570831298828,0,0,0,0
AGO,DJI,1.8421052631578947,-7,-8,0,0,0,436,0,8.29783821105957,0,0,0,1
AGO,DNK,2.1,-7,10,0,0,0,438,0,8.878924369812012,0,0,0,0
AGO,DZA,2,0,-7,0,0,0,440,0,8.555306434631348,0,0,0,1
AGO,EGY,2,0,-6,0,0,0,442,0,8.463149070739746,0,0,0,1
AGO,ERI,3,-1,-6,0,0,0,443,0,8.269232749938965,0,0,0,1
AGO,ESP,2.1,-7,10,0,0,0,444,1,8.657346725463867,0,0,0,1
AGO,ETH,2.214285714285714,-7,-7,0,NA,0,446,0,NA,0,0,0,1
AGO,FIN,1,-3,10,1,0,0,447,0,8.954961776733398,0,0,0,0
AGO,FRA,2.1,-7,9,0,0,0,449,1,8.781144142150879,0,0,0,1
AGO,GAB,1.4444444444444444,0,-4,0,0,0,451,1,7.012449264526367,0,0,0,1
AGO,GBR,2.1,-7,10,0,0,0,452,0,8.830191612243652,0,0,0,0
AGO,GHA,2,0,-1,0,0,0,455,0,7.692749500274658,0,0,0,0
AGO,GIN,2,0,-5,0,0,0,456,0,8.243979454040527,0,0,0,1
AGO,GMB,2,0,8,0,0,0,457,0,8.32656192779541,0,0,0,0
AGO,GNB,2,0,-6,0,0,0,458,0,8.279247283935547,1,1,0,1
AGO,GNQ,1.8888888888888888,0,-7,0,0,0,459,1,7.303180694580078,0,0,0,1
AGO,GRC,2.1,-7,10,0,0,0,460,0,8.580209732055664,0,0,0,1
AGO,IRL,2.1,-7,10,0,0,0,470,1,8.876378059387207,0,0,0,0
AGO,ITA,2.1,-7,10,0,0,0,475,1,8.638568878173828,0,0,0,1
AGO,KEN,2.214285714285714,-7,-7,0,0,0,480,0,7.917285442352295,0,0,0,0
AGO,LBR,2,0,0,0,0,0,488,0,8.056501388549805,0,0,0,0
AGO,LBY,2,0,-7,0,0,0,489,0,8.439525604248047,0,0,0,1
AGO,LSO,1.8333333333333333,-7,-7,0,0,0,492,0,7.90883731842041,0,0,0,0
AGO,LUX,2.1,-7,NA,0,0,0,494,NA,8.785734176635742,0,0,0,1
AGO,MDG,2.214285714285714,-7,-6,0,0,0,499,0,8.257756233215332,0,0,0,1
AGO,MLI,2,0,7,0,0,0,502,0,8.117440223693848,0,0,0,1
AGO,MOZ,2.375,-7,-8,0,0,0,506,0,7.935328483581543,1,1,0,1
AGO,MRT,2,0,-6,0,0,0,507,0,8.38839054107666,0,0,0,1
AGO,MUS,1.4285714285714284,-7,10,0,0,0,509,0,8.500123023986816,0,0,0,1
AGO,MWI,2.2222222222222223,-7,-9,0,0,0,510,0,7.746822357177734,0,0,0,0
AGO,"NAM",2.875,0,6,0,1,0,513,0,7.366998195648193,0,0,0,0
AGO,NER,2,0,8,0,0,0,515,0,7.929622173309326,0,0,0,1
AGO,NGA,2,0,-5,0,0,0,516,0,7.609769344329834,0,0,0,0
AGO,NLD,2.1,-7,10,0,0,0,518,0,8.83289909362793,0,0,0,1
AGO,PRT,2.1,-7,10,0,0,0,531,1,8.662073135375977,1,0,0,1
AGO,RWA,1.5,-7,-7,0,0,0,537,1,7.6080498695373535,0,0,0,1
AGO,SDN,2.888888888888889,0,-7,0,0,0,539,0,8.145389556884766,0,0,0,0
AGO,SEN,2,0,-1,0,0,0,540,0,8.361227035522461,0,0,0,1
AGO,SLE,2,0,-7,0,0,0,543,0,8.165629386901855,0,0,0,0
AGO,SOM,2.214285714285714,-7,-7,0,0,0,548,0,8.23233413696289,0,0,0,0
AGO,STP,1.4444444444444444,0,NA,0,0,0,550,1,7.1221771240234375,1,1,0,1
AGO,SWE,1,-3,10,1,0,0,555,0,8.935798645019531,0,0,0,0
AGO,SWZ,2.2222222222222223,-7,-10,0,0,0,556,0,7.9054131507873535,0,0,0,0
AGO,SYC,2.214285714285714,-7,NA,0,0,0,557,1,8.452549934387207,0,0,0,1
AGO,TCD,1.8888888888888888,0,-4,0,0,0,559,0,7.760098457336426,0,0,0,1
AGO,TGO,2,0,-3,0,0,0,560,0,7.663158416748047,0,0,0,1
AGO,TUN,2,0,-5,0,0,0,566,0,8.535531044006348,0,0,0,1
AGO,TZA,2.375,-7,-6,0,0,0,570,0,7.965573787689209,0,0,0,0
AGO,UGA,1.8421052631578947,-7,3,0,0,0,571,0,7.7722883224487305,0,0,0,0
AGO,ZAF,2,-3,9,1,0,0,583,0,7.953047752380371,0,0,0,0
AGO,ZMB,2.2222222222222223,-7,-9,0,1,0,585,0,7.490987777709961,0,0,0,0
AGO,ZWE,2.375,-7,4,0,0,0,586,0,7.682487964630127,0,0,0,0
ALB,AUT,4,9,10,1,0,0,596,0,6.700648307800293,0,0,0,0
ALB,BEL,4,9,8,1,0,0,599,NA,7.370927810668945,0,0,0,0
ALB,BGR,2,7,9,1,0,0,604,0,5.780887126922607,0,0,0,1
ALB,BIH,2,7,NA,0,0,0,607,0,5.716598987579346,0,0,0,1
ALB,CYP,4,9,10,1,0,0,629,0,7.2198567390441895,0,0,0,0
ALB,CZE,4,9,8,1,0,0,630,0,6.966893672943115,0,0,0,1
ALB,DEU,4,9,10,1,0,0,631,0,7.30860710144043,0,0,0,0
ALB,DNK,4,9,10,1,0,0,634,0,7.426496505737305,0,0,0,0
ALB,ESP,4,9,10,1,0,0,640,0,7.589366912841797,0,0,0,0
ALB,EST,4,9,9,1,0,0,641,0,7.621458053588867,0,0,0,1
ALB,FIN,4,9,10,1,0,0,643,0,7.660337924957275,0,0,0,0
ALB,FRA,4,9,9,1,0,0,645,0,7.379965305328369,0,0,0,0
ALB,GBR,4,9,10,1,0,0,649,0,7.547155857086182,0,0,0,0
ALB,GRC,4,9,10,1,1,0,657,0,6.214856147766113,0,0,0,0
ALB,HRV,2,7,8,1,0,0,662,0,6.373244762420654,0,0,0,1
ALB,HUN,4,9,10,1,0,0,664,0,6.535293102264404,0,0,0,1
ALB,IRL,4,9,10,1,0,0,667,0,7.7646164894104,0,0,0,0
ALB,ITA,4,9,10,1,0,0,672,0,6.416344165802002,0,0,0,0
ALB,LTU,4,9,10,1,0,0,690,0,7.339580535888672,0,0,0,1
ALB,LUX,4,9,NA,1,0,0,691,NA,7.247710227966309,0,0,0,0
ALB,LVA,4,9,8,1,0,0,692,0,7.475914478302002,0,0,0,1
ALB,MDA,2,7,8,1,0,0,695,0,6.862704277038574,0,0,0,1
ALB,MKD,2,7,9,1,1,0,698,0,5.049617290496826,0,0,0,1
ALB,MLT,4,9,NA,1,0,0,700,0,6.632164478302002,0,0,0,0
ALB,NLD,4,9,10,1,0,0,715,0,7.417469501495361,0,0,0,0
ALB,POL,4,9,10,1,0,0,726,0,7.105222702026367,0,0,0,1
ALB,PRT,4,9,10,1,0,0,728,0,7.812943458557129,0,0,0,0
ALB,ROU,2,7,9,1,0,0,731,NA,6.4258856773376465,0,0,0,1
ALB,SRB,2,7,6,0,1,0,746,NA,5.975038051605225,NA,NA,NA,NA
ALB,SVK,4,9,10,1,0,0,750,0,6.67042350769043,0,0,0,1
ALB,SVN,4,9,10,1,0,0,751,0,6.519603729248047,0,0,0,1
ALB,SWE,4,9,10,1,0,0,752,0,7.604395389556885,0,0,0,0
ALB,TUR,2,9,7,1,0,0,764,0,6.64042854309082,0,0,0,0
AND,AUT,1,NA,10,0,0,0,793,NA,7.187053203582764,0,0,0,0
AND,BEL,1,NA,10,0,0,0,796,NA,6.859090328216553,0,0,0,0
AND,DEU,1,NA,10,0,0,0,827,NA,6.985281944274902,0,0,0,0
AND,DNK,1,NA,10,0,0,0,830,NA,7.419829845428467,0,0,0,0
AND,ESP,1,NA,10,0,0,0,836,NA,6.200361728668213,1,0,1,0
AND,FIN,1,NA,10,0,0,0,839,NA,7.834423542022705,0,0,0,0
AND,FRA,1,NA,9,0,1,0,841,NA,6.567443370819092,0,0,1,0
AND,GBR,1,NA,10,0,0,0,844,NA,6.917286396026611,0,0,0,0
AND,GRC,1,NA,10,0,0,0,852,NA,7.574371814727783,0,0,0,0
AND,IRL,1,NA,10,0,0,0,862,NA,7.196922302246094,0,0,0,0
AND,ITA,1,NA,10,0,0,0,867,NA,6.8123779296875,0,0,0,0
AND,LUX,1,NA,NA,0,0,0,886,NA,6.765734672546387,0,0,0,0
AND,NLD,1,NA,10,0,0,0,910,NA,7.025949478149414,0,0,0,0
AND,PRT,1,NA,10,0,0,0,923,NA,6.898105621337891,0,0,0,0
AND,SWE,1,NA,10,0,0,0,947,NA,7.692500591278076,0,0,0,0
ARE,BHR,1,-8,-9,1,0,0,997,1,6.055981636047363,1,1,0,1
ARE,DZA,1,-8,-3,0,0,0,1028,1,8.526899337768555,1,0,0,0
ARE,EGY,1,-8,-6,1,0,0,1030,1,7.7706708908081055,1,0,0,0
ARE,IRQ,1,-8,-7,0,0,0,1060,0,7.232864856719971,1,0,0,0
ARE,JOR,1,-8,-2,0,0,0,1065,1,7.596510410308838,1,1,0,0
ARE,KWT,1,-8,-7,1,0,0,1073,1,6.7283501625061035,1,1,0,0
ARE,LBN,1,-8,NA,0,0,0,1075,0,7.654479026794434,1,0,0,0
ARE,LBY,1,-8,-7,0,0,0,1077,1,8.321781158447266,1,0,0,0
ARE,MAR,2.3333333333333335,-8,-6,1,0,0,1085,1,8.692449569702148,1,0,0,0
ARE,OMN,1,-8,-10,0,1,0,1110,1,6.084257125854492,1,0,0,0
ARE,QAT,1,-8,-10,0,1,0,1121,1,5.716842174530029,1,1,1,0
ARE,SAU,1,-8,-10,0,1,0,1126,1,6.652328014373779,1,0,0,1
ARE,SDN,1,-8,-7,0,0,0,1127,1,7.820043087005615,1,1,0,1
ARE,SGP,5,-8,-2,1,0,0,1129,0,8.68353271484375,0,1,0,1
ARE,SOM,1,-8,0,0,0,0,1136,1,7.893706798553467,1,1,0,1
ARE,SYR,1,-8,-9,0,0,0,1146,1,7.612974643707275,1,0,0,0
ARE,TUN,1,-8,-3,1,0,0,1154,1,8.390936851501465,1,0,0,0
ARE,YEM,1,-8,-2,0,0,0,1169,1,7.290472984313965,1,1,0,0
ARG,BOL,3,7,9,1,1,0,1198,1,7.714083671569824,1,0,0,1
ARG,BRA,2.5,8,7,1,1,0,1199,1,7.433115005493164,0,0,0,1
ARG,BWA,1.8,8,8,1,0,0,1203,0,8.987390518188477,0,0,0,0
ARG,CHL,3.444444444444444,7,8,1,1,0,1207,1,7.028482437133789,1,0,0,1
ARG,COL,1,8,7,1,0,0,1212,1,8.4566497802734375,1,0,0,1
ARG,CUB,1,8,-7,1,0,0,1216,0,8.840715408325195,1,0,0,0
ARG,ECU,1,7,9,0,0,0,1225,1,8.380345344543457,1,0,0,1
ARG,IND,1,8,9,1,0,0,1254,0,9.668898582458496,0,0,0,0
ARG,ISR,2,8,10,1,0,0,1259,0,9.412596702575684,0,0,0,0
ARG,LSO,1.8,8,8,1,0,0,1277,0,8.972190856933594,0,0,0,0
ARG,MEX,1,8,8,1,0,0,1285,1,8.908917427062988,1,0,0,1
ARG,"NAM",1.8,8,6,1,0,0,1298,0,8.901472091674805,0,0,0,0
ARG,PER,1.4444444444444444,8,9,1,0,0,1311,1,8.050041198730469,1,0,0,1
ARG,PRY,2.6666666666666665,7,7,0,1,0,1317,1,6.957620620727539,1,0,0,1
ARG,SWZ,1.8,8,-9,1,0,0,1341,0,9.031121253967285,0,0,0,0
ARG,URY,2.5,7,10,1,1,0,1358,1,5.37098503112793,1,0,0,1
ARG,VEN,1.2,7,8,1,0,0,1362,1,8.539798736572266,1,0,0,1
ARG,ZAF,1.8,8,9,1,0,0,1368,0,8.837320327758789,0,0,0,0
ARM,AZE,2,3,-6,0,1,0,1382,0,6.125808238983154,0,1,0,1
ARM,BLR,2,3,0,0,0,0,1392,1,7.59283971786499,0,1,0,1
ARM,EST,1,5,9,1,0,0,1425,0,7.842495918273926,0,1,0,1
ARM,GEO,2,3,5,0,1,0,1433,1,5.1516828536987305,0,0,0,1
ARM,KAZ,2,3,-4,0,0,0,1458,0,7.901100158691406,0,1,0,1
ARM,KGZ,2,3,-3,0,0,0,1460,0,7.8288655281066895,0,1,0,1
ARM,MDA,1.9375,7,7,0,0,0,1477,1,7.292531490325928,0,1,0,1
ARM,RUS,1.8823529411764706,7,3,0,0,0,1514,1,7.497226715087891,0,0,0,1
ARM,TKM,1.0666666666666667,3,-9,0,0,0,1541,0,7.109740257263184,0,1,0,1
ARM,UKR,1,3,7,0,0,0,1550,1,7.3623833656311035,0,1,0,1
ARM,UZB,2,3,-9,0,0,0,1553,0,7.640723705291748,0,1,0,1
AUS,CHL,7,10,10,1,0,0,1758,0,9.337300300598145,0,0,0,0
AUS,FJI,1,10,9,0,0,0,1783,0,8.078391075134277,1,0,0,1
AUS,KIR,1,10,NA,0,0,0,1819,0,8.42275619506836,1,0,1,1
AUS,NZL,2.659090909090909,10,10,1,0,0,1857,0,7.755107879638672,1,0,0,1
AUS,PNG,1,10,4,0,0,0,1864,0,7.917630672454834,1,0,0,1
AUS,SGP,7,10,-2,1,0,0,1877,0,8.748588562011719,1,0,0,1
AUS,SLB,1,10,7,0,0,0,1883,0,7.9593119621276855,NA,NA,NA,NA
AUS,THA,5,10,9,1,0,0,1897,0,8.927913665771484,0,0,0,1
AUS,TON,1,10,NA,0,0,0,1900,0,8.18468189239502,1,0,1,1
AUS,TUV,1,10,NA,0,0,0,1904,NA,8.300827980041504,0,0,1,1
AUS,USA,7,10,10,1,0,0,1910,0,9.6808929443359375,1,0,0,1
AUS,WSM,1,10,NA,0,0,0,1915,0,8.023165702819824,1,0,0,1
AUT,AGO,1,10,-3,1,0,0,1926,1,8.757314682006836,0,0,0,0
AUT,ALB,4,10,9,1,0,0,1927,0,6.700648307800293,0,0,0,0
AUT,AND,1,10,NA,0,0,0,1928,NA,7.187053203582764,0,0,0,0
AUT,BDI,1,10,0,1,0,0,1935,1,8.678925514221191,0,0,0,0
AUT,BEL,3.0540540540540544,10,10,1,0,0,1936,NA,6.818337440490723,1,0,0,0
AUT,BEN,1,10,6,1,0,0,1937,0,8.483724594116211,0,0,0,0
AUT,BFA,1,10,0,1,0,0,1939,0,8.3732328414917,0,0,0,0
AUT,BGR,4.75,10,8,0,0,0,1941,0,6.710192680358887,0,0,0,0
AUT,BHS,1.6666666666666665,10,NA,0,0,0,1943,0,9.01504898071289,0,0,0,0
AUT,BIH,3,10,NA,0,0,0,1944,0,6.233914852142334,0,0,0,0
AUT,BLZ,1.6666666666666665,10,NA,1,0,0,1946,1,9.176904678344727,0,0,0,0
AUT,BRB,1.6666666666666665,10,NA,1,0,0,1949,0,8.974370002746582,0,0,0,0
AUT,BWA,1,10,8,1,0,0,1952,0,9.0090789794921875,0,0,0,0
AUT,CAF,1,10,5,1,0,0,1953,0,8.493582725524902,0,0,0,0
AUT,CHE,1.9999999999999998,10,10,0,1,0,1955,1,6.52925443649292,1,0,0,1
AUT,CHL,6,10,9,1,0,0,1956,1,9.435242652893066,0,0,0,0
AUT,CIV,1.1111111111111112,10,4,1,0,0,1958,0,8.547163009643555,0,0,0,0
AUT,CMR,1,10,-4,1,0,0,1959,0,8.509089469909668,0,0,0,0
AUT,COG,1,10,-5,1,0,0,1960,1,8.672261238098145,0,0,0,0
AUT,COM,1,10,0,0,0,0,1962,0,8.878252983093262,0,0,0,0
AUT,CPV,1,10,10,0,0,0,1963,1,8.55543327331543,0,0,0,0
AUT,CYP,3.0666666666666664,10,10,1,0,0,1966,0,7.609837055206299,0,0,0,0
AUT,CZE,4,10,10,1,1,0,1967,0,5.531204700469971,0,0,0,0
AUT,DEU,3.0540540540540544,10,10,0,NA,0,1968,0,NA,1,0,0,1
AUT,DJI,1,10,2,1,0,0,1969,0,8.470943450927734,0,0,0,0
AUT,DMA,1.6666666666666665,10,NA,1,0,0,1970,1,8.968419075012207,0,0,0,0
AUT,DNK,2.7959183673469385,10,10,1,0,0,1971,0,6.766802787780762,0,0,0,0
AUT,DOM,1.6666666666666665,10,8,1,0,0,1972,1,9.013547897338867,0,0,0,0
AUT,DZA,1.9333333333333333,10,-3,0,0,0,1973,0,7.420924186706543,0,0,0,0
AUT,EGY,2.6,10,-6,1,0,0,1975,0,7.7774577140808105,0,0,0,0
AUT,ERI,1,10,-7,0,0,0,1976,0,8.342954635620117,0,0,0,0
AUT,ESP,3.3,10,9,1,0,0,1977,1,7.502185821533203,0,0,0,0
AUT,EST,4.2,10,6,0,0,0,1978,0,7.215503215789795,0,0,0,0
AUT,ETH,1,10,1,0,0,0,1979,0,8.484992027282715,0,0,0,0
AUT,FIN,1.75,10,10,1,0,0,1980,0,7.270878791809082,0,0,0,0
AUT,FJI,1,10,5,1,0,0,1981,0,9.699665069580078,0,0,0,0
AUT,FRA,3.0540540540540544,10,8,1,0,0,1982,1,6.942295551300049,0,0,0,0
AUT,FRO,2,10,NA,0,0,0,1983,0,7.652224540710449,0,0,0,0
AUT,GAB,1,10,-4,1,0,0,1985,1,8.58780288696289,0,0,0,0
AUT,GBR,2.7959183673469385,10,10,1,0,0,1986,0,7.121413230895996,0,0,0,0
AUT,GHA,1,10,6,1,0,0,1989,0,8.51797103881836,0,0,0,0
AUT,GIN,1,10,-1,1,0,0,1990,0,8.565576553344727,0,0,0,0
AUT,GMB,1,10,-5,1,0,0,1991,0,8.500774383544922,0,0,0,0
AUT,GNB,1,10,5,1,0,0,1992,0,8.520466804504395,0,0,0,0
AUT,GNQ,1,10,-5,0,0,0,1993,1,8.517511367797852,0,0,0,0
AUT,GRC,4.294117647058823,10,10,1,0,0,1994,0,7.157423973083496,0,0,0,0
AUT,GRD,1.6666666666666665,10,NA,1,0,0,1995,1,9.004426002502441,0,0,0,0
AUT,GUY,1.6666666666666665,10,6,1,0,0,1997,0,9.025351524353027,0,0,0,0
AUT,HRV,3,10,8,1,0,0,1999,1,5.600936412811279,0,0,0,0
AUT,HTI,1,10,-2,1,0,0,2000,1,9.03543472290039,0,0,0,0
AUT,HUN,4.6875,10,10,1,1,0,2001,1,5.373715400695801,0,0,0,0
AUT,IRL,3.0540540540540544,10,10,1,0,0,2004,1,7.427736282348633,0,0,0,0
AUT,ISL,2,10,NA,1,0,0,2007,0,7.96953821182251,0,0,0,0
AUT,ISR,4.529411764705882,10,9,1,0,0,2008,0,7.770453453063965,0,0,0,0
AUT,ITA,3.0540540540540544,10,10,1,1,0,2009,1,6.6430253982543945,0,0,0,0
AUT,JAM,1.6666666666666665,10,9,1,0,0,2010,0,9.0785675048828125,0,0,0,0
AUT,JOR,3,10,-2,0,0,0,2011,0,7.802321434020996,0,0,0,0
AUT,KEN,1,10,-2,1,0,0,2014,0,8.674907684326172,0,0,0,0
AUT,KIR,1,10,NA,0,0,0,2017,0,9.552101135253906,0,0,0,0
AUT,KNA,1.6666666666666665,10,NA,1,0,0,2076,0,8.960711479187012,NA,NA,NA,NA
AUT,LBN,3,10,NA,0,0,0,2021,0,7.720007419586182,0,0,0,0
AUT,LBR,1,10,0,0,0,0,2022,0,8.5794038772583,0,0,0,0
AUT,LCA,1.6666666666666665,10,NA,1,0,0,2078,1,8.977787971496582,NA,NA,NA,NA
AUT,LIE,2,10,NA,0,NA,0,2024,0,NA,NA,NA,NA,NA
AUT,LSO,1,10,6,1,0,0,2026,0,9.071136474609375,0,0,0,0
AUT,LTU,4.733333333333333,10,10,0,0,0,2027,0,6.855391025543213,0,0,0,0
AUT,LUX,3.0540540540540544,10,NA,1,0,0,2028,NA,6.6365180015563965,1,0,0,0
AUT,LVA,4.733333333333333,10,8,0,0,0,2029,0,7.005046367645264,0,0,0,0
AUT,MAR,4,10,-7,1,0,0,2031,0,7.8195672035217285,0,0,0,0
AUT,MDG,1,10,7,1,0,0,2033,0,8.997570991516113,0,0,0,0
AUT,MEX,3,10,8,1,0,0,2034,1,9.22655963897705,0,0,0,0
AUT,MKD,5,10,9,0,0,0,2035,0,6.683472156524658,0,0,0,0
AUT,MLI,1,10,6,1,0,0,2036,0,8.423513412475586,0,0,0,0
AUT,MLT,2.466666666666667,10,NA,1,0,0,2037,1,7.2291646003723145,0,0,0,0
AUT,MOZ,1,10,5,1,0,0,2040,0,9.037650108337402,0,0,0,0
AUT,MRT,1,10,-6,1,0,0,2041,0,8.398359298706055,0,0,0,0
AUT,MUS,1,10,10,1,0,0,2043,0,9.064332008361816,0,0,0,0
AUT,MWI,1,10,4,1,0,0,2044,0,8.87258243560791,0,0,0,0
AUT,NER,1,10,5,1,0,0,2049,0,8.313669204711914,0,0,0,0
AUT,NGA,1,10,4,1,0,0,2050,0,8.477705001831055,0,0,0,0
AUT,NLD,3.0540540540540544,10,10,1,0,0,2052,0,6.8403143882751465,0,0,0,0
AUT,NOR,1.9999999999999998,10,10,1,0,0,2053,0,7.209117412567139,0,0,0,0
AUT,NRU,1,10,NA,0,0,0,2048,NA,9.548137664794922,NA,NA,NA,NA
AUT,PNG,1,10,4,1,0,0,2062,0,9.528526306152344,0,0,0,0
AUT,POL,4.529411764705882,10,8,1,0,0,2063,1,6.3222503662109375,0,0,0,0
AUT,PRT,2.7959183673469385,10,-9,0,0,0,2065,1,7.740345001220703,0,0,0,0
AUT,ROU,4.529411764705882,10,5,1,0,0,2068,NA,6.7565436363220215,0,0,0,0
AUT,RWA,1,10,-4,1,0,0,2071,1,8.65477180480957,0,0,0,0
AUT,SDN,1,10,-7,0,0,0,2073,0,8.2752532958984375,0,0,0,0
AUT,SEN,1,10,8,1,0,0,2074,0,8.487581253051758,0,0,0,0
AUT,SLB,1,10,0,1,0,0,2081,0,9.584803581237793,NA,NA,NA,NA
AUT,SLE,1,10,2,1,0,0,2077,0,8.560819625854492,0,0,0,0
AUT,SMR,1,10,NA,0,0,0,2080,NA,6.3299713134765625,NA,NA,NA,NA
AUT,SOM,1,10,0,0,0,0,2082,0,8.67276668548584,0,0,0,0
AUT,STP,1,10,NA,0,0,0,2084,1,8.59870719909668,0,0,0,0
AUT,SUR,1.6666666666666665,10,NA,1,0,0,2085,0,9.008349418640137,0,0,0,0
AUT,SVK,4.529411764705882,10,7,1,1,0,2087,1,4.087944507598877,0,0,0,0
AUT,SVN,4.307692307692308,10,10,1,1,0,2088,1,5.6272053718566895,0,0,0,0
AUT,SWE,2.4897959183673466,10,10,1,0,0,2089,0,7.124728202819824,0,0,0,0
AUT,SWZ,1,10,-9,1,0,0,2090,0,9.039254188537598,0,0,0,0
AUT,SYC,1,10,NA,0,0,0,2091,1,8.854153633117676,0,0,0,0
AUT,TCD,1,10,-2,1,0,0,2093,0,8.297640800476074,0,0,0,0
AUT,TGO,1,10,-2,1,0,0,2094,0,8.495288848876953,0,0,0,0
AUT,TON,1,10,NA,0,0,0,2098,0,9.731990814208984,0,0,0,0
AUT,TTO,1.6666666666666665,10,10,1,0,0,2099,0,9.016757011413574,0,0,0,0
AUT,TUN,4,10,-3,1,0,0,2100,0,7.217124938964844,0,0,0,0
AUT,TUR,2.823529411764706,10,9,1,0,0,2101,0,7.150716781616211,0,0,0,0
AUT,TUV,1,10,NA,0,0,0,2102,NA,9.63743782043457,0,0,0,0
AUT,TZA,1,10,-1,1,0,0,2104,0,8.783731460571289,0,0,0,0
AUT,UGA,1,10,-4,1,0,0,2105,0,8.622230529785156,0,0,0,0
AUT,VCT,1.6666666666666665,10,NA,1,0,0,2086,0,8.988420486450195,NA,NA,NA,NA
AUT,VUT,1,10,NA,0,0,0,2110,0,9.667580604553223,NA,NA,NA,NA
AUT,WSM,1,10,NA,0,0,0,2113,0,9.653924942016602,0,0,0,0
AUT,ZAF,1.3,10,9,1,0,0,2117,0,9.1210298538208,0,0,0,0
AUT,ZMB,1,10,5,1,0,0,2120,0,8.879851341247559,0,0,0,0
AUT,ZWE,1,10,-4,1,0,0,2121,0,8.922011375427246,0,0,0,0
AZE,ARM,2,-6,3,0,1,0,2129,0,6.125808238983154,0,1,0,1
AZE,BLR,2,-6,0,0,0,0,2141,0,7.717235565185547,0,1,0,1
AZE,GEO,1.6,-6,5,0,1,0,2182,0,6.111461162567139,0,0,0,1
AZE,KAZ,2,-6,-4,0,0,0,2207,0,7.722314357757568,0,1,0,1
AZE,KGZ,2,-6,-3,0,0,0,2209,1,7.6342082023620605,0,1,0,1
AZE,MDA,2,-6,7,0,0,0,2226,0,7.517899513244629,0,1,0,1
AZE,RUS,2,-6,3,0,1,0,2263,0,7.565662384033203,0,0,0,1
AZE,TJK,2,-6,-6,0,0,0,2289,1,7.400663375854492,0,1,0,1
AZE,TKM,2,-6,-9,0,0,0,2290,1,6.6604695320129395,0,1,0,1
AZE,UKR,2,-6,7,0,0,0,2299,0,7.535740852355957,0,1,0,1
AZE,UZB,2,-6,-9,0,0,0,2302,1,7.395224571228027,0,1,0,1
BDI,AGO,1.5,-7,-7,0,0,0,2313,1,7.538269519805908,0,0,0,1
BDI,AUT,1,0,10,1,0,0,2321,1,8.678925514221191,0,0,0,0
BDI,BEL,2.0869565217391304,-3,10,0,0,0,2323,NA,8.777166366577148,1,0,0,1
BDI,BEN,2,-3,6,1,0,0,2324,0,8.06157112121582,1,0,0,1
BDI,BFA,2,-3,-5,1,0,0,2326,0,8.254890441894531,1,0,0,1
BDI,BWA,1.6428571428571428,-7,6,0,0,0,2339,0,7.786428451538086,0,0,0,0
BDI,CAF,1.6923076923076925,-7,-7,1,0,0,2340,0,7.2928080558776855,1,0,0,1
BDI,CIV,2,-3,-7,1,0,0,2345,0,8.250565528869629,1,0,0,1
BDI,CMR,1.6923076923076925,-7,-8,1,0,0,2346,0,7.666935443878174,1,0,0,1
BDI,COG,1.6923076923076925,-7,-8,1,0,0,2347,1,7.356890678405762,1,0,0,1
BDI,COM,1.8421052631578947,-7,-6,0,0,0,2349,0,7.492165565490723,1,0,0,1
BDI,CPV,2,-3,8,0,0,0,2350,1,8.7267608642578125,0,0,0,1
BDI,DEU,2.0869565217391304,-3,10,0,NA,0,2355,0,NA,0,0,0,0
BDI,DJI,2.214285714285714,-7,-8,0,0,0,2356,0,7.724271774291992,1,0,0,1
BDI,DNK,1.9411764705882353,-7,10,1,0,0,2358,0,8.816740036010742,0,0,0,0
BDI,DZA,2,-3,-7,0,0,0,2360,0,8.564055442810059,1,0,0,1
